0016070 Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach
021P0KD Bypass Pulmonary Trunk from Carotid with Nonautologous Tissue Substitute, Open Approach
021P0ZA Bypass Pulmonary Trunk from Innominate Artery with No Device, Open Approach
021P0ZB Bypass Pulmonary Trunk from Subclavian with No Device, Open Approach
021P0ZD Bypass Pulmonary Trunk from Carotid with No Device, Open Approach
021P48A Bypass Pulmonary Trunk from Innominate Artery with Zooplastic Tissue, Percutaneous Endoscopic Approach
021P48B Bypass Pulmonary Trunk from Subclavian with Zooplastic Tissue, Percutaneous Endoscopic Approach
021P48D Bypass Pulmonary Trunk from Carotid with Zooplastic Tissue, Percutaneous Endoscopic Approach
021P49A Bypass Pulmonary Trunk from Innominate Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021P49B Bypass Pulmonary Trunk from Subclavian with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021P49D Bypass Pulmonary Trunk from Carotid with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021P4AA Bypass Pulmonary Trunk from Innominate Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021P4AB Bypass Pulmonary Trunk from Subclavian with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021P4AD Bypass Pulmonary Trunk from Carotid with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021P4JA Bypass Pulmonary Trunk from Innominate Artery with Synthetic Substitute, Percutaneous Endoscopic Approach
021P4JB Bypass Pulmonary Trunk from Subclavian with Synthetic Substitute, Percutaneous Endoscopic Approach
021P4JD Bypass Pulmonary Trunk from Carotid with Synthetic Substitute, Percutaneous Endoscopic Approach
021P4KA Bypass Pulmonary Trunk from Innominate Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
021P4KB Bypass Pulmonary Trunk from Subclavian with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
021P4KD Bypass Pulmonary Trunk from Carotid with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
021P4ZA Bypass Pulmonary Trunk from Innominate Artery with No Device, Percutaneous Endoscopic Approach
021P4ZB Bypass Pulmonary Trunk from Subclavian with No Device, Percutaneous Endoscopic Approach
021P4ZD Bypass Pulmonary Trunk from Carotid with No Device, Percutaneous Endoscopic Approach
021Q08A Bypass Right Pulmonary Artery from Innominate Artery with Zooplastic Tissue, Open Approach
021Q08B Bypass Right Pulmonary Artery from Subclavian with Zooplastic Tissue, Open Approach
021Q08D Bypass Right Pulmonary Artery from Carotid with Zooplastic Tissue, Open Approach
021Q09A Bypass Right Pulmonary Artery from Innominate Artery with Autologous Venous Tissue, Open Approach
021Q09B Bypass Right Pulmonary Artery from Subclavian with Autologous Venous Tissue, Open Approach
021Q09D Bypass Right Pulmonary Artery from Carotid with Autologous Venous Tissue, Open Approach
021Q0AA Bypass Right Pulmonary Artery from Innominate Artery with Autologous Arterial Tissue, Open Approach
021Q0AB Bypass Right Pulmonary Artery from Subclavian with Autologous Arterial Tissue, Open Approach
021Q0AD Bypass Right Pulmonary Artery from Carotid with Autologous Arterial Tissue, Open Approach
021Q0JA Bypass Right Pulmonary Artery from Innominate Artery with Synthetic Substitute, Open Approach
021Q0JB Bypass Right Pulmonary Artery from Subclavian with Synthetic Substitute, Open Approach
021Q0JD Bypass Right Pulmonary Artery from Carotid with Synthetic Substitute, Open Approach
021Q0KA Bypass Right Pulmonary Artery from Innominate Artery with Nonautologous Tissue Substitute, Open Approach
021Q0KB Bypass Right Pulmonary Artery from Subclavian with Nonautologous Tissue Substitute, Open Approach
021Q0KD Bypass Right Pulmonary Artery from Carotid with Nonautologous Tissue Substitute, Open Approach
021Q0ZA Bypass Right Pulmonary Artery from Innominate Artery with No Device, Open Approach
021Q0ZB Bypass Right Pulmonary Artery from Subclavian with No Device, Open Approach
021Q0ZD Bypass Right Pulmonary Artery from Carotid with No Device, Open Approach
021Q48A Bypass Right Pulmonary Artery from Innominate Artery with Zooplastic Tissue, Percutaneous Endoscopic Approach
021Q48B Bypass Right Pulmonary Artery from Subclavian with Zooplastic Tissue, Percutaneous Endoscopic Approach
021Q48D Bypass Right Pulmonary Artery from Carotid with Zooplastic Tissue, Percutaneous Endoscopic Approach
021Q49A Bypass Right Pulmonary Artery from Innominate Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021Q49B Bypass Right Pulmonary Artery from Subclavian with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021Q49D Bypass Right Pulmonary Artery from Carotid with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021Q4AA Bypass Right Pulmonary Artery from Innominate Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021Q4AB Bypass Right Pulmonary Artery from Subclavian with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021Q4AD Bypass Right Pulmonary Artery from Carotid with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021Q4JA Bypass Right Pulmonary Artery from Innominate Artery with Synthetic Substitute, Percutaneous Endoscopic Approach
021Q4JB Bypass Right Pulmonary Artery from Subclavian with Synthetic Substitute, Percutaneous Endoscopic Approach
021Q4JD Bypass Right Pulmonary Artery from Carotid with Synthetic Substitute, Percutaneous Endoscopic Approach
021Q4KA Bypass Right Pulmonary Artery from Innominate Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
021Q4KB Bypass Right Pulmonary Artery from Subclavian with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
021Q4KD Bypass Right Pulmonary Artery from Carotid with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
021Q4ZA Bypass Right Pulmonary Artery from Innominate Artery with No Device, Percutaneous Endoscopic Approach
021Q4ZB Bypass Right Pulmonary Artery from Subclavian with No Device, Percutaneous Endoscopic Approach
021Q4ZD Bypass Right Pulmonary Artery from Carotid with No Device, Percutaneous Endoscopic Approach
021R08A Bypass Left Pulmonary Artery from Innominate Artery with Zooplastic Tissue, Open Approach
021R08B Bypass Left Pulmonary Artery from Subclavian with Zooplastic Tissue, Open Approach
021R08D Bypass Left Pulmonary Artery from Carotid with Zooplastic Tissue, Open Approach
021R09A Bypass Left Pulmonary Artery from Innominate Artery with Autologous Venous Tissue, Open Approach
021R09B Bypass Left Pulmonary Artery from Subclavian with Autologous Venous Tissue, Open Approach
021R09D Bypass Left Pulmonary Artery from Carotid with Autologous Venous Tissue, Open Approach
021R0AA Bypass Left Pulmonary Artery from Innominate Artery with Autologous Arterial Tissue, Open Approach
021R0AB Bypass Left Pulmonary Artery from Subclavian with Autologous Arterial Tissue, Open Approach
021R0AD Bypass Left Pulmonary Artery from Carotid with Autologous Arterial Tissue, Open Approach
021R0JA Bypass Left Pulmonary Artery from Innominate Artery with Synthetic Substitute, Open Approach
021R0JB Bypass Left Pulmonary Artery from Subclavian with Synthetic Substitute, Open Approach
021R0JD Bypass Left Pulmonary Artery from Carotid with Synthetic Substitute, Open Approach
021R0KA Bypass Left Pulmonary Artery from Innominate Artery with Nonautologous Tissue Substitute, Open Approach
021R0KB Bypass Left Pulmonary Artery from Subclavian with Nonautologous Tissue Substitute, Open Approach
021R0KD Bypass Left Pulmonary Artery from Carotid with Nonautologous Tissue Substitute, Open Approach
021R0ZA Bypass Left Pulmonary Artery from Innominate Artery with No Device, Open Approach
021R0ZB Bypass Left Pulmonary Artery from Subclavian with No Device, Open Approach
021R0ZD Bypass Left Pulmonary Artery from Carotid with No Device, Open Approach
021R48A Bypass Left Pulmonary Artery from Innominate Artery with Zooplastic Tissue, Percutaneous Endoscopic Approach
021R48B Bypass Left Pulmonary Artery from Subclavian with Zooplastic Tissue, Percutaneous Endoscopic Approach
021R48D Bypass Left Pulmonary Artery from Carotid with Zooplastic Tissue, Percutaneous Endoscopic Approach
021R49A Bypass Left Pulmonary Artery from Innominate Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021R49B Bypass Left Pulmonary Artery from Subclavian with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021R49D Bypass Left Pulmonary Artery from Carotid with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021R4AA Bypass Left Pulmonary Artery from Innominate Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021R4AB Bypass Left Pulmonary Artery from Subclavian with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021R4AD Bypass Left Pulmonary Artery from Carotid with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021R4JA Bypass Left Pulmonary Artery from Innominate Artery with Synthetic Substitute, Percutaneous Endoscopic Approach
021R4JB Bypass Left Pulmonary Artery from Subclavian with Synthetic Substitute, Percutaneous Endoscopic Approach
021R4JD Bypass Left Pulmonary Artery from Carotid with Synthetic Substitute, Percutaneous Endoscopic Approach
021R4KA Bypass Left Pulmonary Artery from Innominate Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
021R4KB Bypass Left Pulmonary Artery from Subclavian with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
021R4KD Bypass Left Pulmonary Artery from Carotid with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach
021R4ZA Bypass Left Pulmonary Artery from Innominate Artery with No Device, Percutaneous Endoscopic Approach
021R4ZB Bypass Left Pulmonary Artery from Subclavian with No Device, Percutaneous Endoscopic Approach
021R4ZD Bypass Left Pulmonary Artery from Carotid with No Device, Percutaneous Endoscopic Approach
021V08P Bypass Superior Vena Cava to Pulmonary Trunk with Zooplastic Tissue, Open Approach
021V08Q Bypass Superior Vena Cava to Right Pulmonary Artery with Zooplastic Tissue, Open Approach
021V08R Bypass Superior Vena Cava to Left Pulmonary Artery with Zooplastic Tissue, Open Approach
021V08S Bypass Superior Vena Cava to Right Pulmonary Vein with Zooplastic Tissue, Open Approach
021V08T Bypass Superior Vena Cava to Left Pulmonary Vein with Zooplastic Tissue, Open Approach
021V08U Bypass Superior Vena Cava to Pulmonary Vein Confluence with Zooplastic Tissue, Open Approach
021V09P Bypass Superior Vena Cava to Pulmonary Trunk with Autologous Venous Tissue, Open Approach
021V09Q Bypass Superior Vena Cava to Right Pulmonary Artery with Autologous Venous Tissue, Open Approach
021V09R Bypass Superior Vena Cava to Left Pulmonary Artery with Autologous Venous Tissue, Open Approach
021V09S Bypass Superior Vena Cava to Right Pulmonary Vein with Autologous Venous Tissue, Open Approach
021V09T Bypass Superior Vena Cava to Left Pulmonary Vein with Autologous Venous Tissue, Open Approach
021V09U Bypass Superior Vena Cava to Pulmonary Vein Confluence with Autologous Venous Tissue, Open Approach
021V0AP Bypass Superior Vena Cava to Pulmonary Trunk with Autologous Arterial Tissue, Open Approach
021V0AQ Bypass Superior Vena Cava to Right Pulmonary Artery with Autologous Arterial Tissue, Open Approach
021V0AR Bypass Superior Vena Cava to Left Pulmonary Artery with Autologous Arterial Tissue, Open Approach
021V0AS Bypass Superior Vena Cava to Right Pulmonary Vein with Autologous Arterial Tissue, Open Approach
021V0AT Bypass Superior Vena Cava to Left Pulmonary Vein with Autologous Arterial Tissue, Open Approach
021V0AU Bypass Superior Vena Cava to Pulmonary Vein Confluence with Autologous Arterial Tissue, Open Approach
021V0JP Bypass Superior Vena Cava to Pulmonary Trunk with Synthetic Substitute, Open Approach
021V0JQ Bypass Superior Vena Cava to Right Pulmonary Artery with Synthetic Substitute, Open Approach
021V0JR Bypass Superior Vena Cava to Left Pulmonary Artery with Synthetic Substitute, Open Approach
021V0JS Bypass Superior Vena Cava to Right Pulmonary Vein with Synthetic Substitute, Open Approach
021V0JT Bypass Superior Vena Cava to Left Pulmonary Vein with Synthetic Substitute, Open Approach
021V0JU Bypass Superior Vena Cava to Pulmonary Vein Confluence with Synthetic Substitute, Open Approach
021V0KP Bypass Superior Vena Cava to Pulmonary Trunk with Nonautologous Tissue Substitute, Open Approach
021V0KQ Bypass Superior Vena Cava to Right Pulmonary Artery with Nonautologous Tissue Substitute, Open Approach
021V0KR Bypass Superior Vena Cava to Left Pulmonary Artery with Nonautologous Tissue Substitute, Open Approach
021V0KS Bypass Superior Vena Cava to Right Pulmonary Vein with Nonautologous Tissue Substitute, Open Approach
021V0KT Bypass Superior Vena Cava to Left Pulmonary Vein with Nonautologous Tissue Substitute, Open Approach
021V0KU Bypass Superior Vena Cava to Pulmonary Vein Confluence with Nonautologous Tissue Substitute, Open Approach
021V0ZP Bypass Superior Vena Cava to Pulmonary Trunk, Open Approach
021V0ZQ Bypass Superior Vena Cava to Right Pulmonary Artery, Open Approach
021V0ZR Bypass Superior Vena Cava to Left Pulmonary Artery, Open Approach
021V0ZS Bypass Superior Vena Cava to Right Pulmonary Vein, Open Approach
021V0ZT Bypass Superior Vena Cava to Left Pulmonary Vein, Open Approach
021V0ZU Bypass Superior Vena Cava to Pulmonary Vein Confluence, Open Approach
021V48P Bypass Superior Vena Cava to Pulmonary Trunk with Zooplastic Tissue, Percutaneous Endoscopic Approach
021V48Q Bypass Superior Vena Cava to Right Pulmonary Artery with Zooplastic Tissue, Percutaneous Endoscopic Approach
021V48R Bypass Superior Vena Cava to Left Pulmonary Artery with Zooplastic Tissue, Percutaneous Endoscopic Approach
021V48S Bypass Superior Vena Cava to Right Pulmonary Vein with Zooplastic Tissue, Percutaneous Endoscopic Approach
021V48T Bypass Superior Vena Cava to Left Pulmonary Vein with Zooplastic Tissue, Percutaneous Endoscopic Approach
021V48U Bypass Superior Vena Cava to Pulmonary Vein Confluence with Zooplastic Tissue, Percutaneous Endoscopic Approach
021V49P Bypass Superior Vena Cava to Pulmonary Trunk with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021V49Q Bypass Superior Vena Cava to Right Pulmonary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021V49R Bypass Superior Vena Cava to Left Pulmonary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021V49S Bypass Superior Vena Cava to Right Pulmonary Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021V49T Bypass Superior Vena Cava to Left Pulmonary Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021V49U Bypass Superior Vena Cava to Pulmonary Vein Confluence with Autologous Venous Tissue, Percutaneous Endoscopic Approach
021V4AP Bypass Superior Vena Cava to Pulmonary Trunk with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021V4AQ Bypass Superior Vena Cava to Right Pulmonary Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021V4AR Bypass Superior Vena Cava to Left Pulmonary Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021V4AS Bypass Superior Vena Cava to Right Pulmonary Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
021V4AT Bypass Superior Vena Cava to Left Pulmonary Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach
